id,orderId,carPreviewUrl,pickupMethodLabel,humanPrice,humanPriceWithoutDegressivity,humanStartingPrice,humanDuration,isPricePerDay,friendlyCarPath,carTitleWithoutDetails,probaLevel,shiftedLatitude,shiftedLongitude,isPicked,icon,instantBookable,deliveryType,carIsOpen,carThumbUrl,rating,humanDistance
1537039,99104026,/cars/1537039/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€88,€97,,For 2 days,False,/car-rental/paris/peugeot-2008-1537039?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 2008 (2023),good,48.85919188805433,2.345511823672645,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/58c3362fe6ed596e98088e34ea1c64c8.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,,580 m
1278855,99104026,/cars/1278855/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/citroen-c3-1278855?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2023),good,48.85506526816881,2.361299976191755,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/1a84ef3c20ddc8d04111079cf36452aa.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.76, 'count': 21}",650 m
1271856,99104026,/cars/1271856/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€89,,For 2 days,False,/car-rental/paris/renault-clio-1271856?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.85576687295846,2.360870343139288,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/d0da257de0af4b2c0f9e4e8dad03b705.png?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.59, 'count': 28}",650 m
1608526,99104026,/cars/1608526/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€78,€83,,For 2 days,False,/car-rental/paris/citroen-c3-1608526?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2024),good,48.84953923023353,2.349763100759639,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/9b1d4fda9ae048fdb2083c54ebfd7507.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,,830 m
1440896,99104026,/cars/1440896/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€90,,For 2 days,False,/car-rental/paris/renault-clio-1440896?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2024),good,48.85262798387021,2.341891700645593,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/2887e4c843658d463f4478482c7c3d16.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.62, 'count': 12}",840 m
484033,99104026,/cars/484033/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€67,€80,,For 2 days,False,/car-rental/paris/smart-fortwo-coupe-484033?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Smart Fortwo Coupé (2015),good,48.8496418309424,2.352853822328385,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/0e8312438f5874698308da1f552f7f66.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.49, 'count': 128}",740 m
1231895,99104026,/cars/1231895/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/renault-clio-1231895?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.85244746598985,2.342583545002335,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/c723fbc22454050dace992ab3f2fa395.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.81, 'count': 24}",840 m
1440910,99104026,/cars/1440910/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€90,,For 2 days,False,/car-rental/paris/renault-clio-1440910?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.85367980377949,2.3639928075326,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/9bc25ab4719702e952993b134bcaa7eb.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.96, 'count': 12}",900 m
1310299,99104026,/cars/1310299/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/peugeot-208-1310299?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 208 (2023),good,48.85923227410053,2.364680353877694,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/8fef18e517b26001e6bf09164e3670dc.png?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.68, 'count': 22}",960 m
1278753,99104026,/cars/1278753/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/citroen-c3-1278753?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2023),good,48.85921722061347,2.364805981778633,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/772e30c5e5f843dc0583b4b8312d0cf5.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.85, 'count': 24}",960 m
1231847,99104026,/cars/1231847/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€101,€110,,For 2 days,False,/car-rental/paris/peugeot-2008-1231847?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 2008 (2023),good,48.84942856667455,2.349699536575894,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/914c7034492ff416c601ad2f2b65adc8.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.69, 'count': 13}",830 m
1442856,99104026,/cars/1442856/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€90,,For 2 days,False,/car-rental/paris/citroen-c3-1442856?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2023),good,48.86379489385697,2.362364220734566,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/fe109abf8627b0330bce4132b67aeea8.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.9, 'count': 21}",1.1 km
1253217,99104026,/cars/1253217/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€97,€105,,For 2 days,False,/car-rental/paris/peugeot-208-1253217?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 208 (2023),good,48.86897307567772,2.36078074896771,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/7468aa71abd19f1184f546ffed93cbe0.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.59, 'count': 11}",1.5 km
1442842,99104026,/cars/1442842/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€89,€99,,For 2 days,False,/car-rental/paris/citroen-c3-1442842?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2023),good,48.84401788671329,2.351442762554517,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/b63304f69b514382c55c2d7e8e8350c6.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.72, 'count': 16}",1.36 km
1309928,99104026,/cars/1309928/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€73,€79,,For 2 days,False,/car-rental/paris/citroen-c3-1309928?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Citroen C3 (2023),,48.86911343853024,2.360846089803126,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/cd445795c81312efce1dec2cbe05c63b.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.48, 'count': 33}",1.5 km
1215739,99104026,/cars/1215739/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€75,€79,,For 2 days,False,/car-rental/paris/peugeot-208-1215739?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 208 (2023),,48.86882690207361,2.361464538910973,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/9eb308d8339aa399573b6b85a87ba668.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.41, 'count': 37}",1.5 km
1274906,99104026,/cars/1274906/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/renault-clio-1274906?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.86853639089227,2.36100300960867,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/6f75140cb27d77320a5b73b85c1cd0c0.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.71, 'count': 35}",1.5 km
1224588,99104026,/cars/1224588/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€75,€79,,For 2 days,False,/car-rental/paris/peugeot-208-1224588?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Peugeot 208 (2023),,48.87008774620919,2.346148558434024,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/717be9fbf9a08edc580fe3c2d1baf8b1.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.06, 'count': 32}",1.59 km
1134987,99104026,/cars/1134987/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€85,€90,,For 2 days,False,/car-rental/paris/volkswagen-polo-1134987?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Volkswagen Polo (2022),good,48.86966174182839,2.360402509061928,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/4fb58a0e24697908b99931f8378bda01.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.8, 'count': 27}",1.54 km
1192072,99104026,/cars/1192072/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€83,€90,,For 2 days,False,/car-rental/paris/renault-clio-1192072?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.8569203941979,2.372892680633186,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/6f8a29370cf95d5f53592a5b9e59327a.png?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.74, 'count': 40}",1.5 km
1328920,99104026,/cars/1328920/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€89,,For 2 days,False,/car-rental/paris/renault-clio-1328920?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.87029299145796,2.354728021974695,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/3dc088bf2903f7a01f16cf0d1b230681.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 3.97, 'count': 15}",1.56 km
1237241,99104026,/cars/1237241/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€82,€89,,For 2 days,False,/car-rental/paris/renault-clio-1237241?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio (2023),good,48.85664630174011,2.372682693006375,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/878679a1d4ed417ea0702fd5a82103c8.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,"{'value': 4.45, 'count': 19}",1.5 km
883907,99104026,/cars/883907/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€64,€69,,For 2 days,False,/car-rental/paris/renault-clio-societe-883907?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Renault Clio Société (2014),good,48.86859123086177,2.366344645434185,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/d59a9c9361afc8e803458244d0ceb2df.jpg?compress=true&crop=focalpoint&dpr=1&fm=auto&fp-x=0.585908777573529&fp-y=0.51071875&h=210&mode=crop&w=410,"{'value': 4.76, 'count': 36}",1.68 km
1618227,99104026,/cars/1618227/preview?address=Paris&distance=400&duration=For+2+days&ends_at=2025-01-31+07%3A30%3A00+%2B0100&order_id=99104026&pick_cta=true&price_placeholder=true&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522&starts_at=2025-01-30+07%3A00%3A00+%2B0100,Getaround Connect,€100,€111,,For 2 days,False,/car-rental/paris/fiat-500-c-1618227?address=Paris&program=getaround&searched_address%5Blatitude%5D=48.8566&searched_address%5Blongitude%5D=2.3522,Fiat 500 C (2022),,48.8444716681979,2.350685921713041,False,open,True,,True,https://drivy.gumlet.io/uploads/originals/14193817dd30d90e630e84edc2ee91ac.jpg?compress=true&dpr=1&fm=auto&h=210&mode=crop&w=410,,1.36 km
